tim_day,username,start_date,end_date,country,site,department,division,function
2025-02-01,user_0505,2024-06-17,2025-04-10,Ecuador,MEC,Agency,Advertising,Manager
2025-03-01,user_0421,2021-04-06,,Mexico,MLM,Payments,Fintech,Analyst
2025-05-01,user_0352,2023-01-16,,Brazil,MLB,Data Engineering,IT,Software Engineer
2025-03-01,user_0525,2020-10-19,,Colombia,MCO,Accounting,Finance,Senior Analyst
2025-03-01,user_0790,2020-04-06,,Colombia,MCO,Last Mile,Shipping,Analyst
2025-03-01,user_0024,2021-10-21,,Peru,MPE,Sellers Growth,Marketplace,Analyst
2025-08-01,user_0748,2024-08-16,,Argentina,MLA,Last Mile,Shipping,Manager
2025-03-01,user_0010,2022-06-09,,Uruguay,MLU,Compliance,Risk & Compliance,Senior Analyst
2025-01-01,user_0273,2021-09-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-04-01,user_0505,2024-06-17,2025-04-10,Ecuador,MEC,Agency,Advertising,Manager
2025-06-01,user_0565,2018-03-29,,Brazil,MLB,Insurance,Fintech,Risk Analyst
2025-04-01,user_0366,2024-04-25,,Uruguay,MLU,GMV Analytics,Marketplace,Lead
2025-08-01,user_0251,2020-08-17,,Chile,MLC,Accounting,Finance,Financial Analyst
2025-12-01,user_0273,2021-09-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-12-01,user_0319,2022-10-26,,Chile,MLC,Logistics,Shipping,Supervisor
2025-02-01,user_0466,2021-11-18,,Ecuador,MEC,Product Analytics,Products,Product Manager
2025-02-01,user_0407,2020-12-05,,Mexico,MLM,Last Mile,Shipping,Analyst
2025-10-01,user_0544,2021-03-09,,Brazil,MLB,Compensation,People,HR Business Partner
2025-06-01,user_0258,2024-10-13,,Brazil,MLB,CRM,Marketing,Analyst
2025-09-01,user_0255,2021-05-13,,Chile,MLC,Security,IT,DevOps Engineer
2025-10-01,user_0130,2022-01-22,,Argentina,MLA,Sellers Growth,Marketplace,Coordinator
2025-03-01,user_0590,2023-05-24,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-03-01,user_0485,2018-03-18,,Brazil,MLB,Publisher,Advertising,Analyst
2025-05-01,user_0577,2022-10-16,,Colombia,MCO,Brand Strategy,Marketing,Specialist
2025-07-01,user_0033,2019-06-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-01-01,user_0342,2022-09-14,,Argentina,MLA,Sellers Growth,Marketplace,Lead
2025-04-01,user_0549,2023-05-09,,Brazil,MLB,Payments,Fintech,Risk Analyst
2025-03-01,user_0150,2019-03-10,,United States,USA,Catalog,Marketplace,Manager
2025-09-01,user_0613,2018-09-28,,Ecuador,MEC,HR Business Partner,People,Recruiter
2025-01-01,user_0578,2024-09-23,,Brazil,MLB,Last Mile,Shipping,Coordinator
2025-07-01,user_0491,2022-01-19,,Brazil,MLB,Credit,Fintech,Specialist
2025-10-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-02-01,user_0215,2024-11-30,,Mexico,MLM,Insurance,Fintech,Senior Analyst
2025-01-01,user_0299,2024-04-12,,United States,USA,Credit,Fintech,Specialist
2025-05-01,user_0695,2025-02-16,,Ecuador,MEC,Last Mile,Shipping,Manager
2025-12-01,user_0439,2019-10-05,,Chile,MLC,Sellers Growth,Marketplace,Analyst
2025-06-01,user_0536,2025-03-04,,Argentina,MLA,Compliance,Risk & Compliance,Manager
2025-12-01,user_0004,2019-02-01,,Brazil,MLB,L&D,People,HR Analyst
2025-01-01,user_0568,2023-02-03,2025-10-18,Brazil,MLB,GMV Analytics,Marketplace,Manager
2025-06-01,user_0036,2019-03-01,,United States,USA,Product Design,Products,Product Analyst
2025-10-01,user_0308,2018-12-05,,Mexico,MLM,Product Analytics,Products,Researcher
2025-07-01,user_0460,2018-11-02,,Mexico,MLM,Infrastructure,IT,Analyst
2025-10-01,user_0201,2024-10-14,,Brazil,MLB,HR Business Partner,People,Recruiter
2025-06-01,user_0498,2019-11-13,,Mexico,MLM,Sellers Growth,Marketplace,Lead
2025-10-01,user_0605,2022-10-13,,Peru,MPE,Product Analytics,Products,UX Designer
2025-04-01,user_0641,2022-03-13,,Argentina,MLA,HR Business Partner,People,HR Business Partner
2025-06-01,user_0374,2018-11-15,,Brazil,MLB,AML,Risk & Compliance,Senior Analyst
2025-06-01,user_0214,2023-10-29,,Mexico,MLM,Buyers Experience,Marketplace,Manager
2025-08-01,user_0588,2024-06-14,,Brazil,MLB,Product Analytics,Products,Researcher
2025-02-01,user_0562,2024-07-08,,Mexico,MLM,Operations,Shipping,Representative
2025-12-01,user_0256,2018-08-25,,Mexico,MLM,Security,IT,Software Engineer
2025-07-01,user_0439,2019-10-05,,Chile,MLC,Sellers Growth,Marketplace,Analyst
2025-07-01,user_0169,2019-07-21,,Mexico,MLM,Operations,Shipping,Coordinator
2025-01-01,user_0079,2021-11-09,,Argentina,MLA,Insurance,Fintech,Risk Analyst
2025-05-01,user_0515,2018-05-18,,Chile,MLC,Operations,Shipping,Supervisor
2025-03-01,user_0299,2024-04-12,,United States,USA,Credit,Fintech,Specialist
2025-10-01,user_0547,2023-05-27,,Chile,MLC,Product Analytics,Products,Product Analyst
2025-06-01,user_0492,2023-11-06,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-08-01,user_0096,2020-02-08,,Argentina,MLA,Brand,Advertising,Account Manager
2025-08-01,user_0450,2024-09-25,,Mexico,MLM,CRM,Marketing,Analyst
2025-11-01,user_0292,2022-09-10,,Brazil,MLB,Regulatory Affairs,Legal & QA,Manager
2025-09-01,user_0528,2018-05-14,,Mexico,MLM,Catalog,Marketplace,Coordinator
2025-12-01,user_0546,2024-01-18,,Peru,MPE,Compensation,People,Recruiter
2025-07-01,user_0244,2018-01-13,,Chile,MLC,Payments,Fintech,Risk Analyst
2025-05-01,user_0444,2024-12-13,,Brazil,MLB,Fraud Prevention,Fintech,Manager
2025-12-01,user_0093,2022-11-21,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-01-01,user_0492,2023-11-06,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-11-01,user_0111,2024-08-03,,Argentina,MLA,Credit Risk,Risk & Compliance,Compliance Officer
2025-04-01,user_0409,2022-09-11,,Brazil,MLB,Catalog,Marketplace,Manager
2025-10-01,user_0784,2025-01-24,,Argentina,MLA,Product Management,Products,Product Analyst
2025-04-01,user_0408,2024-09-23,,Chile,MLC,Buyers Experience,Marketplace,Analyst
2025-09-01,user_0596,2020-11-25,,Mexico,MLM,Operations,Shipping,Coordinator
2025-08-01,user_0510,2022-06-19,,Mexico,MLM,Insurance,Fintech,Specialist
2025-04-01,user_0512,2018-01-22,,Mexico,MLM,Product Design,Products,UX Designer
2025-04-01,user_0773,2024-08-15,,Mexico,MLM,Product Design,Products,UX Designer
2025-03-01,user_0523,2021-11-01,2025-05-03,Brazil,MLB,Infrastructure,IT,Analyst
2025-12-01,user_0697,2022-01-11,,Chile,MLC,Fraud Prevention,Fintech,Analyst
2025-08-01,user_0742,2022-12-16,,Chile,MLC,Publisher,Advertising,Senior Analyst
2025-06-01,user_0500,2024-07-14,,Peru,MPE,Catalog,Marketplace,Lead
2025-07-01,user_0556,2018-05-10,,Argentina,MLA,Security,IT,DevOps Engineer
2025-10-01,user_0768,2019-03-16,,Peru,MPE,Performance,Advertising,Account Manager
2025-02-01,user_0308,2018-12-05,,Mexico,MLM,Product Analytics,Products,Researcher
2025-10-01,user_0060,2022-04-18,,Argentina,MLA,FP&A,Finance,Senior Analyst
2025-10-01,user_0209,2020-09-13,,Peru,MPE,Brand,Advertising,Account Manager
2025-12-01,user_0579,2022-10-30,,Argentina,MLA,Regulatory Affairs,Legal & QA,QA Analyst
2025-09-01,user_0410,2020-06-29,,Mexico,MLM,Legal,Legal & QA,QA Analyst
2025-07-01,user_0040,2019-09-03,,Chile,MLC,Credit Risk,Risk & Compliance,Risk Analyst
2025-05-01,user_0785,2022-10-20,,Argentina,MLA,Data Engineering,IT,Analyst
2025-10-01,user_0072,2019-03-09,,Brazil,MLB,Product Design,Products,Researcher
2025-12-01,user_0462,2021-08-14,,Brazil,MLB,Performance,Advertising,Analyst
2025-03-01,user_0087,2020-12-19,,Argentina,MLA,Product Design,Products,UX Designer
2025-08-01,user_0471,2025-02-07,,Colombia,MCO,Catalog,Marketplace,Manager
2025-10-01,user_0044,2019-03-19,,Chile,MLC,Performance,Advertising,Account Manager
2025-07-01,user_0546,2024-01-18,,Peru,MPE,Compensation,People,Recruiter
2025-02-01,user_0129,2019-12-15,,Brazil,MLB,Operations,Shipping,Supervisor
2025-01-01,user_0020,2022-03-10,,Mexico,MLM,HR Business Partner,People,HR Business Partner
2025-01-01,user_0707,2021-01-14,,Venezuela,MLV,Infrastructure,IT,Software Engineer
2025-08-01,user_0359,2021-01-31,,Argentina,MLA,Last Mile,Shipping,Coordinator
2025-07-01,user_0012,2019-09-19,,United States,USA,Brand,Advertising,Analyst
2025-04-01,user_0139,2020-05-21,,United States,USA,Compliance,Risk & Compliance,Risk Analyst
2025-04-01,user_0573,2024-10-17,,Chile,MLC,Publisher,Advertising,Analyst
2025-11-01,user_0376,2022-09-15,,Argentina,MLA,Data Engineering,IT,Data Engineer
2025-10-01,user_0075,2024-05-23,,Peru,MPE,Catalog,Marketplace,Senior Analyst
2025-02-01,user_0691,2019-02-28,2025-03-09,Colombia,MCO,Payments,Fintech,Risk Analyst
2025-10-01,user_0219,2020-04-15,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-09-01,user_0083,2018-02-20,,Mexico,MLM,UX Research,Products,Researcher
2025-09-01,user_0164,2019-07-18,,Brazil,MLB,Compensation,People,Recruiter
2025-05-01,user_0280,2019-03-13,2025-07-08,Brazil,MLB,Operations,Shipping,Manager
2025-02-01,user_0544,2021-03-09,,Brazil,MLB,Compensation,People,HR Business Partner
2025-02-01,user_0754,2019-07-09,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-10-01,user_0697,2022-01-11,,Chile,MLC,Fraud Prevention,Fintech,Analyst
2025-06-01,user_0720,2024-08-20,,Colombia,MCO,Insurance,Fintech,Risk Analyst
2025-10-01,user_0465,2021-09-21,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-09-01,user_0342,2022-09-14,,Argentina,MLA,Sellers Growth,Marketplace,Lead
2025-01-01,user_0418,2022-10-25,,Venezuela,MLV,Infrastructure,IT,Manager
2025-07-01,user_0278,2025-05-20,,Brazil,MLB,AML,Risk & Compliance,Manager
2025-06-01,user_0782,2024-05-19,,Argentina,MLA,Fraud Prevention,Fintech,Risk Analyst
2025-10-01,user_0240,2018-12-02,,Venezuela,MLV,Infrastructure,IT,Manager
2025-06-01,user_0127,2020-08-12,,Brazil,MLB,CRM,Marketing,Senior Analyst
2025-10-01,user_0009,2018-08-18,,United States,USA,Insurance,Fintech,Analyst
2025-07-01,user_0499,2020-06-06,,Ecuador,MEC,Credit Risk,Risk & Compliance,Manager
2025-12-01,user_0068,2020-11-15,,Brazil,MLB,Brand,Advertising,Senior Analyst
2025-07-01,user_0560,2021-05-08,,Colombia,MCO,Digital Marketing,Marketing,Marketing Manager
2025-05-01,user_0344,2023-02-14,2025-05-14,Peru,MPE,Security,IT,Analyst
2025-06-01,user_0197,2022-08-05,,Brazil,MLB,Fulfillment,Shipping,Supervisor
2025-02-01,user_0540,2021-01-16,,Argentina,MLA,Insurance,Fintech,Specialist
2025-03-01,user_0373,2021-07-27,,Ecuador,MEC,Compensation,People,HR Analyst
2025-03-01,user_0078,2018-03-12,2025-05-25,Mexico,MLM,Fraud Prevention,Fintech,Risk Analyst
2025-12-01,user_0296,2022-08-31,,Mexico,MLM,Infrastructure,IT,Analyst
2025-09-01,user_0698,2025-05-03,,Argentina,MLA,Sellers Growth,Marketplace,Senior Analyst
2025-03-01,user_0706,2024-08-28,,Peru,MPE,Sellers Growth,Marketplace,Senior Analyst
2025-07-01,user_0643,2019-02-07,,Colombia,MCO,Publisher,Advertising,Senior Analyst
2025-05-01,user_0005,2022-03-31,2025-07-01,Brazil,MLB,Catalog,Marketplace,Lead
2025-04-01,user_0292,2022-09-10,,Brazil,MLB,Regulatory Affairs,Legal & QA,Manager
2025-06-01,user_0193,2023-01-26,,Uruguay,MLU,Brand,Advertising,Senior Analyst
2025-04-01,user_0010,2022-06-09,,Uruguay,MLU,Compliance,Risk & Compliance,Senior Analyst
2025-04-01,user_0380,2025-03-26,,Argentina,MLA,SOX Compliance,Internal Audit,Audit Manager
2025-06-01,user_0649,2023-04-13,,Argentina,MLA,Tax,Finance,Financial Analyst
2025-01-01,user_0181,2018-06-29,,Brazil,MLB,Catalog,Marketplace,Analyst
2025-06-01,user_0070,2020-03-23,2025-06-05,Mexico,MLM,Tax,Finance,Controller
2025-07-01,user_0086,2021-05-02,,Venezuela,MLV,Fraud Prevention,Fintech,Risk Analyst
2025-03-01,user_0091,2023-07-16,,Mexico,MLM,Fraud Prevention,Fintech,Manager
2025-08-01,user_0330,2023-09-19,,Ecuador,MEC,GMV Analytics,Marketplace,Senior Analyst
2025-04-01,user_0026,2024-01-24,,Argentina,MLA,Data Engineering,IT,Data Engineer
2025-07-01,user_0375,2020-12-22,,Brazil,MLB,FP&A,Finance,Finance Manager
2025-04-01,user_0156,2022-04-24,,Peru,MPE,Sellers Growth,Marketplace,Lead
2025-08-01,user_0795,2023-12-23,,Brazil,MLB,Agency,Advertising,Manager
2025-08-01,user_0123,2019-07-10,,Argentina,MLA,Brand,Advertising,Senior Analyst
2025-06-01,user_0353,2020-12-21,,Mexico,MLM,Security,IT,Manager
2025-11-01,user_0303,2023-02-19,,Mexico,MLM,Product Design,Products,Product Analyst
2025-08-01,user_0057,2024-04-08,,Uruguay,MLU,Buyers Experience,Marketplace,Coordinator
2025-08-01,user_0069,2019-03-19,,Mexico,MLM,Digital Marketing,Marketing,Senior Analyst
2025-02-01,user_0114,2021-03-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-09-01,user_0739,2018-05-23,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-02-01,user_0153,2023-07-17,,Brazil,MLB,Credit Risk,Risk & Compliance,Senior Analyst
2025-05-01,user_0257,2018-11-20,,Mexico,MLM,Buyers Experience,Marketplace,Manager
2025-02-01,user_0402,2022-05-03,2025-11-20,Mexico,MLM,Last Mile,Shipping,Representative
2025-06-01,user_0768,2019-03-16,,Peru,MPE,Performance,Advertising,Account Manager
2025-09-01,user_0157,2023-05-03,,Venezuela,MLV,Tax,Finance,Senior Analyst
2025-02-01,user_0090,2024-05-20,,Venezuela,MLV,Buyers Experience,Marketplace,Manager
2025-06-01,user_0173,2023-04-20,,Chile,MLC,Infrastructure,IT,Data Engineer
2025-09-01,user_0380,2025-03-26,,Argentina,MLA,SOX Compliance,Internal Audit,Audit Manager
2025-09-01,user_0667,2022-08-31,,Uruguay,MLU,UX Research,Products,Product Manager
2025-08-01,user_0282,2024-09-15,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-07-01,user_0676,2024-10-09,,Brazil,MLB,Insurance,Fintech,Analyst
2025-02-01,user_0280,2019-03-13,2025-07-08,Brazil,MLB,Operations,Shipping,Manager
2025-12-01,user_0446,2025-03-26,,United States,USA,Insurance,Fintech,Analyst
2025-01-01,user_0175,2020-08-31,,Mexico,MLM,Content,Marketing,Analyst
2025-12-01,user_0443,2023-02-12,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-08-01,user_0457,2018-05-13,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-04-01,user_0756,2022-01-24,2025-11-24,Brazil,MLB,Insurance,Fintech,Manager
2025-08-01,user_0348,2025-04-29,,United States,USA,GMV Analytics,Marketplace,Analyst
2025-05-01,user_0547,2023-05-27,,Chile,MLC,Product Analytics,Products,Product Analyst
2025-08-01,user_0036,2019-03-01,,United States,USA,Product Design,Products,Product Analyst
2025-05-01,user_0617,2021-04-20,,Uruguay,MLU,Security,IT,DevOps Engineer
2025-05-01,user_0406,2024-10-30,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-11-01,user_0545,2021-08-25,,Mexico,MLM,Sellers Growth,Marketplace,Manager
2025-01-01,user_0530,2020-02-06,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-11-01,user_0205,2021-07-31,,Mexico,MLM,Operations,Shipping,Analyst
2025-06-01,user_0288,2021-08-27,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-04-01,user_0179,2019-03-01,,Brazil,MLB,Sellers Growth,Marketplace,Manager
2025-05-01,user_0003,2021-02-13,,Colombia,MCO,Content,Marketing,Senior Analyst
2025-02-01,user_0068,2020-11-15,,Brazil,MLB,Brand,Advertising,Senior Analyst
2025-07-01,user_0304,2020-09-04,,Chile,MLC,Payments,Fintech,Senior Analyst
2025-03-01,user_0279,2024-07-27,,Argentina,MLA,Fraud Prevention,Fintech,Risk Analyst
2025-12-01,user_0631,2020-01-07,,Mexico,MLM,Tax,Finance,Controller
2025-01-01,user_0123,2019-07-10,,Argentina,MLA,Brand,Advertising,Senior Analyst
2025-02-01,user_0412,2020-07-03,,Uruguay,MLU,L&D,People,HR Analyst
2025-04-01,user_0093,2022-11-21,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-04-01,user_0117,2022-02-07,,Argentina,MLA,Operations,Shipping,Coordinator
2025-03-01,user_0201,2024-10-14,,Brazil,MLB,HR Business Partner,People,Recruiter
2025-11-01,user_0470,2022-11-18,,Peru,MPE,Logistics,Shipping,Coordinator
2025-02-01,user_0636,2023-03-02,,Mexico,MLM,Buyers Experience,Marketplace,Coordinator
2025-08-01,user_0613,2018-09-28,,Ecuador,MEC,HR Business Partner,People,Recruiter
2025-02-01,user_0214,2023-10-29,,Mexico,MLM,Buyers Experience,Marketplace,Manager
2025-04-01,user_0338,2020-11-27,,Chile,MLC,GMV Analytics,Marketplace,Lead
2025-01-01,user_0054,2018-07-09,,Colombia,MCO,UX Research,Products,UX Designer
2025-05-01,user_0719,2021-02-17,2025-09-08,Mexico,MLM,QA,Legal & QA,Manager
2025-06-01,user_0018,2018-11-19,2025-10-07,Peru,MPE,Payments,Fintech,Senior Analyst
2025-02-01,user_0211,2024-05-24,,Colombia,MCO,Brand Strategy,Marketing,Analyst
2025-01-01,user_0173,2023-04-20,,Chile,MLC,Infrastructure,IT,Data Engineer
2025-09-01,user_0512,2018-01-22,,Mexico,MLM,Product Design,Products,UX Designer
2025-01-01,user_0552,2023-12-19,,Venezuela,MLV,Product Management,Products,Product Analyst
2025-01-01,user_0511,2023-09-14,,Chile,MLC,Content,Marketing,Senior Analyst
2025-08-01,user_0055,2022-04-22,,Peru,MPE,Catalog,Marketplace,Lead
2025-01-01,user_0046,2022-06-26,,Brazil,MLB,GMV Analytics,Marketplace,Manager
2025-04-01,user_0381,2022-08-04,,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-05-01,user_0664,2022-07-22,,Peru,MPE,Fraud Prevention,Fintech,Manager
2025-03-01,user_0143,2021-06-30,,Mexico,MLM,Fulfillment,Shipping,Analyst
2025-08-01,user_0222,2020-10-06,,Peru,MPE,Product Management,Products,Researcher
2025-06-01,user_0320,2021-11-08,,Argentina,MLA,Credit,Fintech,Specialist
2025-01-01,user_0582,2024-05-26,,Brazil,MLB,Insurance,Fintech,Specialist
2025-03-01,user_0775,2024-07-11,,Brazil,MLB,Fulfillment,Shipping,Analyst
2025-10-01,user_0639,2020-02-07,,Brazil,MLB,Internal Audit,Internal Audit,Audit Manager
2025-06-01,user_0654,2024-10-11,,Argentina,MLA,Performance,Advertising,Manager
2025-05-01,user_0486,2024-02-05,,Venezuela,MLV,Operational Risk,Risk & Compliance,Risk Analyst
2025-05-01,user_0181,2018-06-29,,Brazil,MLB,Catalog,Marketplace,Analyst
2025-06-01,user_0479,2025-02-04,,Venezuela,MLV,DevOps,IT,Manager
2025-05-01,user_0682,2021-12-20,,Argentina,MLA,Brand,Advertising,Analyst
2025-08-01,user_0219,2020-04-15,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-10-01,user_0641,2022-03-13,,Argentina,MLA,HR Business Partner,People,HR Business Partner
2025-10-01,user_0026,2024-01-24,,Argentina,MLA,Data Engineering,IT,Data Engineer
2025-05-01,user_0127,2020-08-12,,Brazil,MLB,CRM,Marketing,Senior Analyst
2025-10-01,user_0172,2021-07-29,,Argentina,MLA,Logistics,Shipping,Analyst
2025-11-01,user_0540,2021-01-16,,Argentina,MLA,Insurance,Fintech,Specialist
2025-07-01,user_0709,2019-04-27,,Venezuela,MLV,Logistics,Shipping,Supervisor
2025-01-01,user_0200,2024-11-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-10-01,user_0549,2023-05-09,,Brazil,MLB,Payments,Fintech,Risk Analyst
2025-08-01,user_0760,2022-12-16,,Ecuador,MEC,Publisher,Advertising,Manager
2025-12-01,user_0248,2024-02-09,,United States,USA,Data Engineering,IT,Analyst
2025-12-01,user_0301,2018-09-14,,Argentina,MLA,Buyers Experience,Marketplace,Senior Analyst
2025-05-01,user_0552,2023-12-19,,Venezuela,MLV,Product Management,Products,Product Analyst
2025-09-01,user_0798,2020-08-25,,Brazil,MLB,Credit,Fintech,Manager
2025-06-01,user_0588,2024-06-14,,Brazil,MLB,Product Analytics,Products,Researcher
2025-11-01,user_0044,2019-03-19,,Chile,MLC,Performance,Advertising,Account Manager
2025-01-01,user_0109,2020-01-08,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-07-01,user_0353,2020-12-21,,Mexico,MLM,Security,IT,Manager
2025-09-01,user_0160,2024-04-04,,Chile,MLC,GMV Analytics,Marketplace,Analyst
2025-03-01,user_0019,2024-03-01,,Venezuela,MLV,Internal Audit,Internal Audit,Internal Auditor
2025-10-01,user_0532,2024-06-16,,Argentina,MLA,Fulfillment,Shipping,Coordinator
2025-09-01,user_0046,2022-06-26,,Brazil,MLB,GMV Analytics,Marketplace,Manager
2025-03-01,user_0794,2018-03-18,,Brazil,MLB,Fulfillment,Shipping,Supervisor
2025-12-01,user_0739,2018-05-23,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-10-01,user_0350,2019-06-20,,Chile,MLC,Logistics,Shipping,Manager
2025-01-01,user_0145,2020-06-01,,Brazil,MLB,Product Analytics,Products,Researcher
2025-06-01,user_0170,2021-01-22,,Peru,MPE,Security,IT,Data Engineer
2025-08-01,user_0045,2025-04-09,,Argentina,MLA,Infrastructure,IT,Software Engineer
2025-12-01,user_0432,2019-11-30,,Colombia,MCO,Sellers Growth,Marketplace,Analyst
2025-12-01,user_0058,2023-04-29,,Uruguay,MLU,Product Analytics,Products,Researcher
2025-12-01,user_0746,2022-12-25,,Argentina,MLA,Fulfillment,Shipping,Supervisor
2025-09-01,user_0551,2022-09-26,,Colombia,MCO,Product Analytics,Products,UX Designer
2025-07-01,user_0568,2023-02-03,2025-10-18,Brazil,MLB,GMV Analytics,Marketplace,Manager
2025-06-01,user_0370,2021-10-10,,Peru,MPE,L&D,People,Manager
2025-01-01,user_0635,2021-10-16,,Mexico,MLM,HR Business Partner,People,Recruiter
2025-04-01,user_0564,2019-09-23,,United States,USA,Digital Marketing,Marketing,Analyst
2025-10-01,user_0131,2018-05-08,2025-10-04,Brazil,MLM,Talent Acquisition,People,HR Business Partner
2025-03-01,user_0726,2021-10-07,,Colombia,MCO,UX Research,Products,Product Manager
2025-01-01,user_0791,2021-05-02,,Venezuela,MLV,Infrastructure,IT,Analyst
2025-02-01,user_0509,2024-04-02,,Mexico,MLM,Product Analytics,Products,UX Designer
2025-08-01,user_0013,2023-12-08,,Argentina,MLA,Catalog,Marketplace,Lead
2025-07-01,user_0503,2019-06-18,,Brazil,MLB,Data Engineering,IT,Data Engineer
2025-09-01,user_0664,2022-07-22,,Peru,MPE,Fraud Prevention,Fintech,Manager
2025-02-01,user_0223,2023-06-26,,Ecuador,MEC,SOX Compliance,Internal Audit,Audit Manager
2025-09-01,user_0527,2023-09-25,,Argentina,MLA,Insurance,Fintech,Risk Analyst
2025-09-01,user_0272,2022-04-03,,Brazil,MLB,Product Design,Products,Product Manager
2025-03-01,user_0455,2023-11-12,2025-08-15,Chile,MLC,Treasury,Finance,Controller
